point,lat,lon,zone1,hemisphere,zone2,east,north,psf,grid_conv
WAYPOINT,-36.385368,144.287846,55,South,55,256727.653,5969890.16,1.00032922,-1.609675
WAYPOINT,-36.385385,144.287745,55,South,55,256718.645,5969888.019,1.00032928,-1.609736
WAYPOINT,-36.385367,144.287662,55,South,55,256711.142,5969889.807,1.00032932,-1.609785
WAYPOINT,-36.385372,144.287663,55,South,55,256711.248,5969889.254,1.00032932,-1.609784
WAYPOINT,-36.385373,144.287661,55,South,55,256711.071,5969889.139,1.00032932,-1.609785
WAYPOINT,-36.385361,144.287641,55,South,55,256709.24,5969890.419,1.00032933,-1.609797
WAYPOINT,-36.385355,144.287642,55,South,55,256709.311,5969891.088,1.00032933,-1.609796
WAYPOINT,-36.385342,144.287643,55,South,55,256709.36,5969892.533,1.00032933,-1.609795
WAYPOINT,-36.385327,144.287648,55,South,55,256709.762,5969894.21,1.00032933,-1.609791
WAYPOINT,-36.38532,144.28765,55,South,55,256709.919,5969894.991,1.00032933,-1.60979
WAYPOINT,-36.38531,144.287622,55,South,55,256707.376,5969896.031,1.00032935,-1.609806
WAYPOINT,-36.385321,144.287621,55,South,55,256707.321,5969894.808,1.00032935,-1.609807
WAYPOINT,-36.385331,144.287606,55,South,55,256706.006,5969893.66,1.00032935,-1.609816
WAYPOINT,-36.385364,144.287603,55,South,55,256705.84,5969889.991,1.00032935,-1.609819
WAYPOINT,-36.385384,144.287614,55,South,55,256706.889,5969887.799,1.00032935,-1.609814
WAYPOINT,-36.38539,144.287633,55,South,55,256708.612,5969887.182,1.00032934,-1.609803
WAYPOINT,-36.385389,144.287605,55,South,55,256706.097,5969887.222,1.00032935,-1.609819
WAYPOINT,-36.385381,144.287586,55,South,55,256704.367,5969888.062,1.00032936,-1.60983
WAYPOINT,-36.385381,144.287571,55,South,55,256703.022,5969888.024,1.00032937,-1.609839
WAYPOINT,-36.385382,144.28755,55,South,55,256701.141,5969887.86,1.00032938,-1.609852
WAYPOINT,-36.3854,144.287551,55,South,55,256701.287,5969885.865,1.00032938,-1.609852
WAYPOINT,-36.385316,144.287472,55,South,55,256693.937,5969894.987,1.00032943,-1.609895
WAYPOINT,-36.385269,144.287511,55,South,55,256697.289,5969900.3,1.00032941,-1.60987
WAYPOINT,-36.385271,144.28753,55,South,55,256699,5969900.126,1.0003294,-1.609859
WAYPOINT,-36.385283,144.287543,55,South,55,256700.204,5969898.827,1.00032939,-1.609852
WAYPOINT,-36.385295,144.287561,55,South,55,256701.856,5969897.541,1.00032938,-1.609842
WAYPOINT,-36.385291,144.287561,55,South,55,256701.844,5969897.985,1.00032938,-1.609842
WAYPOINT,-36.385291,144.287563,55,South,55,256702.023,5969897.99,1.00032938,-1.60984
WAYPOINT,-36.385321,144.287594,55,South,55,256704.898,5969894.739,1.00032936,-1.609823
WAYPOINT,-36.385326,144.287587,55,South,55,256704.286,5969894.167,1.00032936,-1.609828
WAYPOINT,-36.385329,144.287584,55,South,55,256704.026,5969893.827,1.00032937,-1.609829
WAYPOINT,-36.385339,144.287582,55,South,55,256703.878,5969892.712,1.00032937,-1.609831
WAYPOINT,-36.385339,144.287591,55,South,55,256704.685,5969892.735,1.00032936,-1.609826
WAYPOINT,-36.385336,144.28759,55,South,55,256704.586,5969893.065,1.00032936,-1.609826
WAYPOINT,-36.385323,144.287594,55,South,55,256704.904,5969894.518,1.00032936,-1.609823
WAYPOINT,-36.385328,144.287616,55,South,55,256706.894,5969894.018,1.00032935,-1.60981
WAYPOINT,-36.385331,144.287619,55,South,55,256707.172,5969893.693,1.00032935,-1.609809
WAYPOINT,-36.385329,144.287623,55,South,55,256707.525,5969893.925,1.00032934,-1.609806
WAYPOINT,-36.385301,144.288719,55,South,55,256805.768,5969899.795,1.00032876,-1.609154
WAYPOINT,-36.38527,144.289099,55,South,55,256839.764,5969904.192,1.00032855,-1.608927
WAYPOINT,-36.385311,144.289121,55,South,55,256841.865,5969899.698,1.00032854,-1.608916
WAYPOINT,-36.385315,144.289124,55,South,55,256842.147,5969899.262,1.00032854,-1.608914
WAYPOINT,-36.385317,144.289139,55,South,55,256843.499,5969899.078,1.00032853,-1.608905
WAYPOINT,-36.385312,144.289154,55,South,55,256844.829,5969899.67,1.00032852,-1.608896
WAYPOINT,-36.385323,144.289165,55,South,55,256845.85,5969898.478,1.00032852,-1.60889
WAYPOINT,-36.385333,144.289191,55,South,55,256848.214,5969897.433,1.0003285,-1.608875
WAYPOINT,-36.385324,144.289232,55,South,55,256851.864,5969898.535,1.00032848,-1.60885
WAYPOINT,-36.385329,144.289239,55,South,55,256852.508,5969897.998,1.00032848,-1.608846
WAYPOINT,-36.385335,144.289253,55,South,55,256853.783,5969897.368,1.00032847,-1.608838
WAYPOINT,-36.385329,144.289265,55,South,55,256854.84,5969898.064,1.00032846,-1.608831
WAYPOINT,-36.385324,144.289268,55,South,55,256855.094,5969898.626,1.00032846,-1.608829
WAYPOINT,-36.385317,144.289274,55,South,55,256855.611,5969899.418,1.00032846,-1.608825
WAYPOINT,-36.385307,144.289273,55,South,55,256855.49,5969900.525,1.00032846,-1.608825
WAYPOINT,-36.3853,144.289318,55,South,55,256859.505,5969901.415,1.00032843,-1.608798
WAYPOINT,-36.385307,144.289305,55,South,55,256858.361,5969900.606,1.00032844,-1.608806
WAYPOINT,-36.385314,144.28929,55,South,55,256857.037,5969899.791,1.00032845,-1.608815
WAYPOINT,-36.385318,144.28927,55,South,55,256855.255,5969899.297,1.00032846,-1.608827
WAYPOINT,-36.38528,144.289589,55,South,55,256883.756,5969904.317,1.00032829,-1.608636
WAYPOINT,-36.385271,144.289644,55,South,55,256888.663,5969905.454,1.00032826,-1.608603
WAYPOINT,-36.385264,144.289847,55,South,55,256906.853,5969906.742,1.00032815,-1.608483
WAYPOINT,-36.385274,144.290316,55,South,55,256948.962,5969906.814,1.0003279,-1.608204
WAYPOINT,-36.385267,144.290328,55,South,55,256950.016,5969907.621,1.00032789,-1.608197
WAYPOINT,-36.385276,144.290338,55,South,55,256950.942,5969906.648,1.00032789,-1.608191
WAYPOINT,-36.385276,144.290347,55,South,55,256951.749,5969906.671,1.00032788,-1.608186
WAYPOINT,-36.385275,144.290592,55,South,55,256973.727,5969907.399,1.00032775,-1.60804
